transition_date,year,month,time_period,person_id,age_group,gender,race,judicial_district,prior_length_of_incarceration,state_code
2017-10-04,2017,10,months_25_60,0005223393,25-29,FEMALE,BLACK,JUDICIAL_DISTRICT_5,0,US_OZ
2017-10-26,2017,10,months_25_60,0003012122,25-29,FEMALE,BLACK,JUDICIAL_DISTRICT_5,0,US_OZ
2017-10-24,2017,10,months_25_60,0000907050,25-29,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,0,US_OZ
2017-10-07,2017,10,months_25_60,0009103790,25-29,FEMALE,BLACK,JUDICIAL_DISTRICT_5,6,US_OZ
2017-10-27,2017,10,months_25_60,0006795682,25-29,FEMALE,BLACK,JUDICIAL_DISTRICT_5,6,US_OZ
2017-10-02,2017,10,months_25_60,0007191135,25-29,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,6,US_OZ
2017-10-23,2017,10,months_25_60,0007692069,25-29,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,6,US_OZ
2017-10-01,2017,10,months_25_60,0001699848,25-29,FEMALE,WHITE,JUDICIAL_DISTRICT_5,6,US_OZ
2017-10-05,2017,10,months_25_60,0000882591,25-29,FEMALE,WHITE,JUDICIAL_DISTRICT_5,6,US_OZ
2017-10-04,2017,10,months_25_60,0008582016,25-29,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,12,US_OZ
2017-10-06,2017,10,months_25_60,0009166000,25-29,FEMALE,WHITE,JUDICIAL_DISTRICT_5,12,US_OZ
2017-10-24,2017,10,months_25_60,0006125123,25-29,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,18,US_OZ
2017-10-02,2017,10,months_25_60,0003769561,25-29,FEMALE,BLACK,JUDICIAL_DISTRICT_5,24,US_OZ
2017-10-11,2017,10,months_25_60,0008388345,25-29,FEMALE,BLACK,JUDICIAL_DISTRICT_5,24,US_OZ
2017-10-08,2017,10,months_25_60,0003702305,25-29,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,24,US_OZ
2017-10-01,2017,10,months_25_60,0003670284,25-29,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,24,US_OZ
2017-10-21,2017,10,months_25_60,0003702152,25-29,FEMALE,WHITE,JUDICIAL_DISTRICT_5,24,US_OZ
2017-10-17,2017,10,months_25_60,0009409024,25-29,FEMALE,WHITE,JUDICIAL_DISTRICT_5,24,US_OZ
2017-10-11,2017,10,months_25_60,0008311850,30-34,MALE,BLACK,JUDICIAL_DISTRICT_1,0,US_OZ
2017-10-02,2017,10,months_25_60,0008865134,30-34,MALE,BLACK,JUDICIAL_DISTRICT_1,6,US_OZ
2017-10-23,2017,10,months_25_60,0009221964,30-34,MALE,BLACK,JUDICIAL_DISTRICT_1,6,US_OZ
2017-10-17,2017,10,months_25_60,0005072275,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_1,6,US_OZ
2017-10-04,2017,10,months_25_60,0004164283,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_1,6,US_OZ
2017-10-24,2017,10,months_25_60,0000259381,30-34,MALE,WHITE,JUDICIAL_DISTRICT_1,6,US_OZ
2017-10-18,2017,10,months_25_60,0005363321,30-34,MALE,WHITE,JUDICIAL_DISTRICT_1,6,US_OZ
2017-10-28,2017,10,months_25_60,0008777481,30-34,MALE,BLACK,JUDICIAL_DISTRICT_1,12,US_OZ
2017-10-12,2017,10,months_25_60,0005406675,30-34,MALE,WHITE,JUDICIAL_DISTRICT_1,18,US_OZ
2017-10-05,2017,10,months_25_60,0002896366,30-34,MALE,BLACK,JUDICIAL_DISTRICT_1,24,US_OZ
2017-10-15,2017,10,months_25_60,0000283423,30-34,MALE,BLACK,JUDICIAL_DISTRICT_1,24,US_OZ
2017-10-11,2017,10,months_25_60,0003463710,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_1,24,US_OZ
2017-10-01,2017,10,months_25_60,0008531920,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_1,24,US_OZ
2017-10-17,2017,10,months_25_60,0002689712,30-34,MALE,BLACK,JUDICIAL_DISTRICT_2,0,US_OZ
2017-10-02,2017,10,months_25_60,0003036116,30-34,MALE,BLACK,JUDICIAL_DISTRICT_2,0,US_OZ
2017-10-13,2017,10,months_25_60,0002829306,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_2,0,US_OZ
2017-10-17,2017,10,months_25_60,0002857228,30-34,MALE,BLACK,JUDICIAL_DISTRICT_2,6,US_OZ
2017-10-12,2017,10,months_25_60,0006709165,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_2,6,US_OZ
2017-10-11,2017,10,months_25_60,0005424200,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_2,6,US_OZ
2017-10-03,2017,10,months_25_60,0002565457,30-34,MALE,WHITE,JUDICIAL_DISTRICT_2,6,US_OZ
2017-10-20,2017,10,months_25_60,0003911001,30-34,MALE,WHITE,JUDICIAL_DISTRICT_2,6,US_OZ
2017-10-15,2017,10,months_25_60,0003519898,30-34,MALE,BLACK,JUDICIAL_DISTRICT_2,12,US_OZ
2017-10-21,2017,10,months_25_60,0002329704,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_2,12,US_OZ
2017-10-23,2017,10,months_25_60,0001545454,30-34,MALE,BLACK,JUDICIAL_DISTRICT_2,18,US_OZ
2017-10-25,2017,10,months_25_60,0006806137,30-34,MALE,WHITE,JUDICIAL_DISTRICT_2,18,US_OZ
2017-10-05,2017,10,months_25_60,0007737016,30-34,MALE,BLACK,JUDICIAL_DISTRICT_2,24,US_OZ
2017-10-19,2017,10,months_25_60,0001780419,30-34,MALE,BLACK,JUDICIAL_DISTRICT_2,24,US_OZ
2017-10-12,2017,10,months_25_60,0004254881,30-34,MALE,BLACK,JUDICIAL_DISTRICT_3,0,US_OZ
2017-10-02,2017,10,months_25_60,0003757765,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_3,0,US_OZ
2017-10-11,2017,10,months_25_60,0004413779,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_3,0,US_OZ
2017-10-08,2017,10,months_25_60,0008977179,30-34,MALE,WHITE,JUDICIAL_DISTRICT_3,0,US_OZ
2017-10-26,2017,10,months_25_60,0007613101,30-34,MALE,WHITE,JUDICIAL_DISTRICT_3,0,US_OZ
2017-10-03,2017,10,months_25_60,0003399611,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_3,6,US_OZ
2017-10-01,2017,10,months_25_60,0001449352,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_3,6,US_OZ
2017-10-21,2017,10,months_25_60,0006390598,30-34,MALE,WHITE,JUDICIAL_DISTRICT_3,6,US_OZ
2017-10-24,2017,10,months_25_60,0000122370,30-34,MALE,BLACK,JUDICIAL_DISTRICT_3,12,US_OZ
2017-10-03,2017,10,months_25_60,0009908369,30-34,MALE,BLACK,JUDICIAL_DISTRICT_3,18,US_OZ
2017-10-20,2017,10,months_25_60,0004955125,30-34,MALE,WHITE,JUDICIAL_DISTRICT_3,18,US_OZ
2017-10-12,2017,10,months_25_60,0003435346,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_3,24,US_OZ
2017-10-19,2017,10,months_25_60,0002787780,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_3,24,US_OZ
2017-10-09,2017,10,months_25_60,0005375269,30-34,MALE,WHITE,JUDICIAL_DISTRICT_3,24,US_OZ
2017-10-07,2017,10,months_25_60,0007881971,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_4,0,US_OZ
2017-10-10,2017,10,months_25_60,0002788561,30-34,MALE,BLACK,JUDICIAL_DISTRICT_4,6,US_OZ
2017-10-11,2017,10,months_25_60,0000146662,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_4,6,US_OZ
2017-10-24,2017,10,months_25_60,0004744155,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_4,6,US_OZ
2017-10-01,2017,10,months_25_60,0001728352,30-34,MALE,WHITE,JUDICIAL_DISTRICT_4,6,US_OZ
2017-10-08,2017,10,months_25_60,0000957423,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_4,12,US_OZ
2017-10-06,2017,10,months_25_60,0003716025,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_4,12,US_OZ
2017-10-08,2017,10,months_25_60,0006471866,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_4,18,US_OZ
2017-10-24,2017,10,months_25_60,0005670549,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_4,18,US_OZ
2017-10-26,2017,10,months_25_60,0007027641,30-34,MALE,WHITE,JUDICIAL_DISTRICT_4,18,US_OZ
2017-10-19,2017,10,months_25_60,0007269824,30-34,MALE,BLACK,JUDICIAL_DISTRICT_4,24,US_OZ
2017-10-16,2017,10,months_25_60,0003030232,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_4,24,US_OZ
2017-10-20,2017,10,months_25_60,0006892944,30-34,MALE,WHITE,JUDICIAL_DISTRICT_4,24,US_OZ
2017-10-22,2017,10,months_25_60,0002177627,30-34,MALE,BLACK,JUDICIAL_DISTRICT_5,0,US_OZ
2017-10-09,2017,10,months_25_60,0006837233,30-34,MALE,BLACK,JUDICIAL_DISTRICT_5,0,US_OZ
2017-10-10,2017,10,months_25_60,0004072231,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_5,0,US_OZ
2017-10-08,2017,10,months_25_60,0005638889,30-34,MALE,WHITE,JUDICIAL_DISTRICT_5,0,US_OZ
2017-10-17,2017,10,months_25_60,0008650490,30-34,MALE,WHITE,JUDICIAL_DISTRICT_5,0,US_OZ
2017-10-13,2017,10,months_25_60,0004716317,30-34,MALE,BLACK,JUDICIAL_DISTRICT_5,6,US_OZ
2017-10-09,2017,10,months_25_60,0003042402,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_5,6,US_OZ
2017-10-25,2017,10,months_25_60,0007592844,30-34,MALE,WHITE,JUDICIAL_DISTRICT_5,6,US_OZ
2017-10-03,2017,10,months_25_60,0001175905,30-34,MALE,BLACK,JUDICIAL_DISTRICT_5,12,US_OZ
2017-10-12,2017,10,months_25_60,0004372951,30-34,MALE,BLACK,JUDICIAL_DISTRICT_5,12,US_OZ
2017-10-17,2017,10,months_25_60,0004317108,30-34,MALE,WHITE,JUDICIAL_DISTRICT_5,18,US_OZ
2017-10-18,2017,10,months_25_60,0007492797,30-34,MALE,WHITE,JUDICIAL_DISTRICT_5,18,US_OZ
2017-10-11,2017,10,months_25_60,0007648608,30-34,MALE,BLACK,JUDICIAL_DISTRICT_5,24,US_OZ
2017-10-14,2017,10,months_25_60,0004252638,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_5,24,US_OZ
2017-10-08,2017,10,months_25_60,0000255317,30-34,MALE,HISPANIC,JUDICIAL_DISTRICT_5,24,US_OZ
2017-10-02,2017,10,months_25_60,0005204113,30-34,MALE,WHITE,JUDICIAL_DISTRICT_5,24,US_OZ
2017-10-15,2017,10,months_25_60,0009434427,30-34,MALE,WHITE,JUDICIAL_DISTRICT_5,24,US_OZ
2017-10-18,2017,10,months_25_60,0002836434,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_1,0,US_OZ
2017-10-06,2017,10,months_25_60,0003325390,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_1,0,US_OZ
2017-10-10,2017,10,months_25_60,0002128402,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_1,0,US_OZ
2017-10-12,2017,10,months_25_60,0002020598,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_1,6,US_OZ
2017-10-01,2017,10,months_25_60,0001175671,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_1,6,US_OZ
2017-10-11,2017,10,months_25_60,0009384641,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_1,6,US_OZ
2017-10-24,2017,10,months_25_60,0000052287,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_1,6,US_OZ
2017-10-02,2017,10,months_25_60,0006088057,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_1,6,US_OZ
2017-10-08,2017,10,months_25_60,0008616299,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_1,6,US_OZ
2017-10-26,2017,10,months_25_60,0002728333,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_1,12,US_OZ
2017-10-24,2017,10,months_25_60,0007637267,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_1,12,US_OZ
2017-10-26,2017,10,months_25_60,0005681753,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_1,12,US_OZ
2017-10-28,2017,10,months_25_60,0002430157,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_1,12,US_OZ
2017-10-04,2017,10,months_25_60,0006455798,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_1,24,US_OZ
2017-10-12,2017,10,months_25_60,0006440261,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_2,0,US_OZ
2017-10-20,2017,10,months_25_60,0006774507,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_2,0,US_OZ
2017-10-15,2017,10,months_25_60,0000344070,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_2,0,US_OZ
2017-10-19,2017,10,months_25_60,0004436985,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_2,0,US_OZ
2017-10-03,2017,10,months_25_60,0003694408,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_2,6,US_OZ
2017-10-02,2017,10,months_25_60,0001663882,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_2,6,US_OZ
2017-10-12,2017,10,months_25_60,0000679011,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_2,6,US_OZ
2017-10-25,2017,10,months_25_60,0005400165,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_2,6,US_OZ
2017-10-09,2017,10,months_25_60,0002360379,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_2,6,US_OZ
2017-10-24,2017,10,months_25_60,0005770019,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_2,12,US_OZ
2017-10-26,2017,10,months_25_60,0000058709,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_2,24,US_OZ
2017-10-22,2017,10,months_25_60,0005152300,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_2,24,US_OZ
2017-10-27,2017,10,months_25_60,0004537701,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_3,0,US_OZ
2017-10-10,2017,10,months_25_60,0001666942,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_3,0,US_OZ
2017-10-01,2017,10,months_25_60,0003046644,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_3,0,US_OZ
2017-10-08,2017,10,months_25_60,0004760346,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_3,0,US_OZ
2017-10-18,2017,10,months_25_60,0002193161,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_3,12,US_OZ
2017-10-07,2017,10,months_25_60,0000259629,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_3,12,US_OZ
2017-10-06,2017,10,months_25_60,0008333392,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_3,12,US_OZ
2017-10-24,2017,10,months_25_60,0003546625,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_3,12,US_OZ
2017-10-27,2017,10,months_25_60,0007035470,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_3,18,US_OZ
2017-10-13,2017,10,months_25_60,0009464710,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_3,18,US_OZ
2017-10-10,2017,10,months_25_60,0000027297,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_3,18,US_OZ
2017-10-02,2017,10,months_25_60,0002220825,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_3,24,US_OZ
2017-10-12,2017,10,months_25_60,0006094830,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_3,24,US_OZ
2017-10-02,2017,10,months_25_60,0004688267,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_4,0,US_OZ
2017-10-04,2017,10,months_25_60,0008020279,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_4,0,US_OZ
2017-10-26,2017,10,months_25_60,0008877551,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_4,6,US_OZ
2017-10-22,2017,10,months_25_60,0002199262,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_4,6,US_OZ
2017-10-12,2017,10,months_25_60,0008033692,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_4,6,US_OZ
2017-10-17,2017,10,months_25_60,0003774587,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_4,6,US_OZ
2017-10-12,2017,10,months_25_60,0003387664,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_4,12,US_OZ
2017-10-11,2017,10,months_25_60,0000532141,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_4,12,US_OZ
2017-10-26,2017,10,months_25_60,0002877122,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_4,12,US_OZ
2017-10-17,2017,10,months_25_60,0005983190,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_4,12,US_OZ
2017-10-03,2017,10,months_25_60,0008762783,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_4,12,US_OZ
2017-10-17,2017,10,months_25_60,0003026989,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_4,12,US_OZ
2017-10-16,2017,10,months_25_60,0003048492,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_4,18,US_OZ
2017-10-08,2017,10,months_25_60,0000599605,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_4,18,US_OZ
2017-10-19,2017,10,months_25_60,0005802725,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_4,18,US_OZ
2017-10-12,2017,10,months_25_60,0004932796,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_4,24,US_OZ
2017-10-07,2017,10,months_25_60,0005527076,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_4,24,US_OZ
2017-10-08,2017,10,months_25_60,0004622546,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_4,24,US_OZ
2017-10-24,2017,10,months_25_60,0006681499,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_4,24,US_OZ
2017-10-25,2017,10,months_25_60,0003203766,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_5,0,US_OZ
2017-10-06,2017,10,months_25_60,0003345486,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_5,0,US_OZ
2017-10-21,2017,10,months_25_60,0002389348,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,0,US_OZ
2017-10-16,2017,10,months_25_60,0008838243,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_5,6,US_OZ
2017-10-09,2017,10,months_25_60,0000346072,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,6,US_OZ
2017-10-25,2017,10,months_25_60,0000214622,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,6,US_OZ
2017-10-24,2017,10,months_25_60,0001012840,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_5,6,US_OZ
2017-10-26,2017,10,months_25_60,0006288853,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_5,12,US_OZ
2017-10-09,2017,10,months_25_60,0002723065,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_5,12,US_OZ
2017-10-24,2017,10,months_25_60,0002353944,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,12,US_OZ
2017-10-24,2017,10,months_25_60,0008231194,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_5,12,US_OZ
2017-10-06,2017,10,months_25_60,0000743496,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_5,12,US_OZ
2017-10-05,2017,10,months_25_60,0001355401,30-34,FEMALE,BLACK,JUDICIAL_DISTRICT_5,18,US_OZ
2017-10-28,2017,10,months_25_60,0005350577,30-34,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,18,US_OZ
2017-10-21,2017,10,months_25_60,0009239517,30-34,FEMALE,WHITE,JUDICIAL_DISTRICT_5,18,US_OZ
2017-10-14,2017,10,months_25_60,0001617550,60+,MALE,BLACK,JUDICIAL_DISTRICT_1,0,US_OZ
2017-10-22,2017,10,months_25_60,0002179425,60+,MALE,BLACK,JUDICIAL_DISTRICT_1,0,US_OZ
2017-10-11,2017,10,months_25_60,0004575711,60+,MALE,WHITE,JUDICIAL_DISTRICT_1,0,US_OZ
2017-10-11,2017,10,months_25_60,0004463331,60+,MALE,WHITE,JUDICIAL_DISTRICT_1,0,US_OZ
2017-10-20,2017,10,months_25_60,0008736770,60+,MALE,BLACK,JUDICIAL_DISTRICT_1,6,US_OZ
2017-10-11,2017,10,months_25_60,0001383129,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_1,6,US_OZ
2017-10-25,2017,10,months_25_60,0000462944,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_1,6,US_OZ
2017-10-10,2017,10,months_25_60,0007177668,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_1,12,US_OZ
2017-10-28,2017,10,months_25_60,0008577499,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_1,12,US_OZ
2017-10-23,2017,10,months_25_60,0000278593,60+,MALE,BLACK,JUDICIAL_DISTRICT_1,18,US_OZ
2017-10-11,2017,10,months_25_60,0007536996,60+,MALE,BLACK,JUDICIAL_DISTRICT_1,18,US_OZ
2017-10-09,2017,10,months_25_60,0008959680,60+,MALE,WHITE,JUDICIAL_DISTRICT_1,18,US_OZ
2017-10-20,2017,10,months_25_60,0006700466,60+,MALE,BLACK,JUDICIAL_DISTRICT_1,24,US_OZ
2017-10-10,2017,10,months_25_60,0006658553,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_1,24,US_OZ
2017-10-13,2017,10,months_25_60,0006810807,60+,MALE,WHITE,JUDICIAL_DISTRICT_1,24,US_OZ
2017-10-08,2017,10,months_25_60,0003769409,60+,MALE,BLACK,JUDICIAL_DISTRICT_2,0,US_OZ
2017-10-03,2017,10,months_25_60,0009471881,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_2,0,US_OZ
2017-10-06,2017,10,months_25_60,0002791703,60+,MALE,WHITE,JUDICIAL_DISTRICT_2,0,US_OZ
2017-10-04,2017,10,months_25_60,0003549835,60+,MALE,BLACK,JUDICIAL_DISTRICT_2,6,US_OZ
2017-10-18,2017,10,months_25_60,0001683241,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_2,6,US_OZ
2017-10-19,2017,10,months_25_60,0009762051,60+,MALE,WHITE,JUDICIAL_DISTRICT_2,6,US_OZ
2017-10-20,2017,10,months_25_60,0004258171,60+,MALE,WHITE,JUDICIAL_DISTRICT_2,6,US_OZ
2017-10-06,2017,10,months_25_60,0004471780,60+,MALE,BLACK,JUDICIAL_DISTRICT_2,12,US_OZ
2017-10-20,2017,10,months_25_60,0005265895,60+,MALE,BLACK,JUDICIAL_DISTRICT_2,12,US_OZ
2017-10-22,2017,10,months_25_60,0009093223,60+,MALE,WHITE,JUDICIAL_DISTRICT_2,12,US_OZ
2017-10-14,2017,10,months_25_60,0001964874,60+,MALE,BLACK,JUDICIAL_DISTRICT_2,18,US_OZ
2017-10-05,2017,10,months_25_60,0000632035,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_2,18,US_OZ
2017-10-12,2017,10,months_25_60,0001707264,60+,MALE,WHITE,JUDICIAL_DISTRICT_2,18,US_OZ
2017-10-13,2017,10,months_25_60,0002772296,60+,MALE,BLACK,JUDICIAL_DISTRICT_2,24,US_OZ
2017-10-13,2017,10,months_25_60,0007777664,60+,MALE,BLACK,JUDICIAL_DISTRICT_3,0,US_OZ
2017-10-24,2017,10,months_25_60,0008768555,60+,MALE,BLACK,JUDICIAL_DISTRICT_3,0,US_OZ
2017-10-27,2017,10,months_25_60,0009872610,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_3,0,US_OZ
2017-10-28,2017,10,months_25_60,0006490986,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_3,0,US_OZ
2017-10-02,2017,10,months_25_60,0004527843,60+,MALE,BLACK,JUDICIAL_DISTRICT_3,6,US_OZ
2017-10-24,2017,10,months_25_60,0002943327,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_3,6,US_OZ
2017-10-04,2017,10,months_25_60,0006374161,60+,MALE,BLACK,JUDICIAL_DISTRICT_3,12,US_OZ
2017-10-25,2017,10,months_25_60,0001693811,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_3,12,US_OZ
2017-10-03,2017,10,months_25_60,0006472264,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_3,12,US_OZ
2017-10-21,2017,10,months_25_60,0007097713,60+,MALE,BLACK,JUDICIAL_DISTRICT_3,18,US_OZ
2017-10-08,2017,10,months_25_60,0006749694,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_3,18,US_OZ
2017-10-22,2017,10,months_25_60,0007965185,60+,MALE,WHITE,JUDICIAL_DISTRICT_3,18,US_OZ
2017-10-17,2017,10,months_25_60,0002565845,60+,MALE,BLACK,JUDICIAL_DISTRICT_3,24,US_OZ
2017-10-17,2017,10,months_25_60,0005983154,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_3,24,US_OZ
2017-10-11,2017,10,months_25_60,0002938369,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_3,24,US_OZ
2017-10-05,2017,10,months_25_60,0000476261,60+,MALE,WHITE,JUDICIAL_DISTRICT_3,24,US_OZ
2017-10-10,2017,10,months_25_60,0001204949,60+,MALE,BLACK,JUDICIAL_DISTRICT_4,6,US_OZ
2017-10-03,2017,10,months_25_60,0006494759,60+,MALE,BLACK,JUDICIAL_DISTRICT_4,6,US_OZ
2017-10-19,2017,10,months_25_60,0007998726,60+,MALE,BLACK,JUDICIAL_DISTRICT_4,12,US_OZ
2017-10-12,2017,10,months_25_60,0009682676,60+,MALE,WHITE,JUDICIAL_DISTRICT_4,12,US_OZ
2017-10-20,2017,10,months_25_60,0000169548,60+,MALE,BLACK,JUDICIAL_DISTRICT_4,18,US_OZ
2017-10-25,2017,10,months_25_60,0005371524,60+,MALE,BLACK,JUDICIAL_DISTRICT_4,18,US_OZ
2017-10-16,2017,10,months_25_60,0006589948,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_4,18,US_OZ
2017-10-28,2017,10,months_25_60,0005057369,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_4,18,US_OZ
2017-10-19,2017,10,months_25_60,0002833093,60+,MALE,WHITE,JUDICIAL_DISTRICT_4,18,US_OZ
2017-10-18,2017,10,months_25_60,0003213420,60+,MALE,BLACK,JUDICIAL_DISTRICT_4,24,US_OZ
2017-10-13,2017,10,months_25_60,0005305240,60+,MALE,BLACK,JUDICIAL_DISTRICT_4,24,US_OZ
2017-10-26,2017,10,months_25_60,0009211318,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_4,24,US_OZ
2017-10-06,2017,10,months_25_60,0003755062,60+,MALE,WHITE,JUDICIAL_DISTRICT_4,24,US_OZ
2017-10-15,2017,10,months_25_60,0006435265,60+,MALE,WHITE,JUDICIAL_DISTRICT_4,24,US_OZ
2017-10-07,2017,10,months_25_60,0005776803,60+,MALE,BLACK,JUDICIAL_DISTRICT_5,0,US_OZ
2017-10-28,2017,10,months_25_60,0005274587,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_5,0,US_OZ
2017-10-13,2017,10,months_25_60,0006424038,60+,MALE,HISPANIC,JUDICIAL_DISTRICT_5,0,US_OZ
